date,platform,daily_active_users_dau,new_registrations,session_duration_minutes,ingame_purchases_,social_media_mentions,stream_viewership,revenue_,top_genre,influencer_endorsements,revenue_per_user,log_revenue_per_user,log_revenue,engagement_level,scaled_daily_active_users_dau,scaled_session_duration_minutes,scaled_ingame_purchases_,scaled_revenue_per_user,scaled_log_revenue,scaled_social_media_mentions,scaled_stream_viewership,scaled_new_registrations
2024-10-16,PC,168059,16805,47.01651433877022,73957.10551624896,8375,34791.0296469407,105005.3345910402,Action,0,0.6248123253800165,0.48539231703814173,11.56177595675839,Medium,0.8322889129953975,0.42262291653235823,0.7109618642710773,0.04285528144749493,0.8950902174933919,0.819515447877306,0.16073276905151915,0.8322801474460243
2019-05-06,VR,113195,11319,42.84032791149079,24817.8536886517,5731,56372.27655607471,19973.93556097055,Simulation,0,0.17645598799390919,0.16250651921559048,9.90223354464532,Medium,0.5433759175978683,0.3771112970725733,0.1646345437814573,0.010708927909420407,0.40683529753079517,0.5256723716381417,0.39544852207980397,0.5433912585571354
2023-08-23,VR,156435,15643,51.14126618820227,39456.82798903507,7741,42007.13812151871,34546.7963556113,Adventure,0,0.22083802445495768,0.19953752822465531,10.450099045847992,Medium,0.7710771045508642,0.4675740076309633,0.3273898016820926,0.013891041143582061,0.5680231192384535,0.7490553456323626,0.2392145334127578,0.771090047393365
2022-07-06,Console,144874,14487,60.15213880198672,31327.88228254776,7248,32113.86760298894,41055.4681201595,Simulation,0,0.2833874133395882,0.24950299900832135,10.622703669341774,High,0.7101970531548516,0.565773504358487,0.23701265996629928,0.01837572129865317,0.6188052240005879,0.694265392309402,0.13161618891272617,0.7102159031068984
2024-01-21,VR,160737,16073,45.40673461290771,23359.88420513458,8171,87540.5560625532,17268.97633612556,Adventure,0,0.10743622399401234,0.10204763572058785,9.75672480090965,Medium,0.7937313715784263,0.4050797144810889,0.14842492455322553,0.005760333343789311,0.3640250870125499,0.796843743054012,0.7344320027730755,0.7937335439705109
2018-03-22,Mobile,102612,10261,75.44280840414665,30692.87764684696,5112,38232.54209782751,26528.2240545622,Simulation,0,0.2585294512782345,0.22994393720915096,10.186002198854915,High,0.4876459994312736,0.7324095366182222,0.22995271566071523,0.016593449542846195,0.49032303519733933,0.4568793065125583,0.19816235733560636,0.48767772511848345
2019-11-01,Console,118183,11818,40.60977252111785,49647.27306132422,5886,55122.24011548223,30826.97093542587,RPG,0,0.26084099181291615,0.2317789521349267,10.336177704099525,Medium,0.569642650264879,0.3528029502402797,0.44068657246877563,0.016759182896095254,0.5345062562818712,0.5428984218715269,0.38185323512989744,0.5696682464454977
2021-03-02,Mobile,131833,13183,64.62547235608233,14218.10609054906,6651,70566.25436477306,16955.98349549936,FPS,0,0.12861714059074253,0.12099311391829574,9.738435033591761,High,0.641523344111049,0.6145234004600635,0.04678717151264644,0.007278967466702585,0.35864404413425444,0.6279173149588797,0.5498209827565482,0.6415481832543445
2021-05-22,Mobile,134096,13409,33.37329930111236,46211.28081258279,6745,42881.30742185647,23260.76144288838,FPS,0,0.17346349960392837,0.15995963195126306,10.05456615161849,Low,0.6534402679333116,0.2739406625635381,0.40248541212014044,0.010494371803659232,0.4516531607456771,0.6383640809068681,0.24872192223356535,0.6534491837809374
2023-09-14,PC,157147,15714,62.25538475706669,73394.80326467096,7826,78499.32047262638,66078.62371192747,FPS,0,0.42048924708666074,0.3510013524746975,11.098615713746556,High,0.7748264857976388,0.5886944469947307,0.7047102208091929,0.0282056794164444,0.7588235781288342,0.7585018893087352,0.6361003156036174,0.7748288572933123
2020-04-14,Mobile,122855,12285,44.00003905639966,39951.84621500172,6166,69074.22059443747,43071.47770281473,Simulation,0,0.35058791016087854,0.30053998666057946,10.670639503740045,Medium,0.5942453317043886,0.3897497013271332,0.33289338529249674,0.023193877636858613,0.6329084531899318,0.5740164480995776,0.5335937540230811,0.5942601369141655
2021-10-29,Mobile,137693,13769,51.76078816113033,55036.80047765106,6846,69943.09612616696,76731.55619660688,Simulation,1,0.5572654833332622,0.4429313878435864,11.248081358791273,Medium,0.6723820156083793,0.4743254898192823,0.50060702226312,0.03801229277140195,0.8027979508389267,0.6495887975105579,0.5430435682797088,0.6724065297525014
2018-03-04,VR,102053,10205,46.78075510187195,37270.20572043177,5080,59139.24467489098,39813.31742317878,FPS,0,0.390123929949916,0.32939290140559063,10.5919818608344,Medium,0.48470231387376383,0.42005363834981463,0.3030790635145639,0.02602854007753295,0.6097665431905113,0.45332296065792393,0.4255418252308071,0.48472880463401796
2020-09-20,Mobile,128155,12815,61.47092280205855,33580.36126692063,6312,39598.12479479342,19383.36810785362,RPG,0,0.1512494097604746,0.14084779589276353,9.872222252609776,High,0.6221550516593118,0.5801454670584428,0.2620555892381791,0.0089016609928845,0.3980056581772997,0.5902422760613469,0.21301431525955247,0.6221695629278569
2022-07-16,Console,145614,14561,57.42068399281452,29262.60567424496,7307,57769.52160317223,23759.74075429305,Adventure,0,0.16316934329317956,0.15114847195907297,10.07578994951809,Medium,0.7140938819787465,0.5360064108603099,0.2140510357347663,0.00975629906876543,0.4578974264355047,0.7008224049788842,0.4106448369533312,0.7141126908899421
2021-10-18,VR,138426,13842,70.25097766420143,56305.77204237694,6836,57001.43389772148,31750.37884414779,Adventure,0,0.22936716255723483,0.20649953499677554,10.365691431539997,High,0.6762419825379941,0.6758295373651884,0.5147153737123145,0.014502565205914536,0.5431895068719523,0.6484774394309846,0.40229118227639316,0.6762506582411797
2018-01-09,VR,100278,10027,51.90135056208432,17994.57340457789,5127,47162.18199274981,22940.19632250904,Adventure,0,0.22876599376243084,0.20601040868134876,10.040689539389376,Medium,0.47535519068131316,0.4758573233746007,0.08877371367304804,0.014459462470428534,0.44757051474409026,0.4585463436319182,0.2952803394907999,0.47535545023696685
2023-09-22,Console,157284,15728,41.48790635279747,57586.07867537476,7669,83199.95328275253,71314.82675263933,Action,1,0.45341437624068137,0.3739155306064676,11.174873555860097,Medium,0.775547925728549,0.36237275596569146,0.5289497477859131,0.030566352733213953,0.7812594413679417,0.7410535674594354,0.687223986741973,0.7755660874144287
2019-01-14,Mobile,110446,11044,40.36506518574269,53783.65116996469,5396,24946.26354516509,57394.57261175734,FPS,0,0.5196618493359411,0.4184878425664666,10.957722447133467,Medium,0.5288997251155884,0.35013615666663467,0.48667458173993683,0.035316178961922656,0.7173712897683027,0.4884418759724383,0.0536619543439775,0.5289099526066351
2024-05-18,Mobile,164393,16439,39.63797790824583,79984.70252228888,7987,77807.40021832207,86370.39102480955,Action,0,0.5253897126082592,0.4222499266635444,11.366411777560984,Low,0.8129838123624261,0.34221243964305226,0.7779763343499976,0.03572685659133491,0.8376120108616418,0.7763947543898644,0.628575051460709,0.8130068457082675
2018-01-10,VR,100830,10083,73.13067201009925,13832.75096675363,4949,31644.84752465605,17373.00848573923,Simulation,0,0.17229999489972458,0.15896762674498835,9.762730603235726,High,0.47826201434454285,0.707212128998286,0.04250281584197532,0.010410950581640599,0.36579205754167043,0.4387641698155145,0.1265151675799552,0.47830437072143234
2021-04-19,VR,132967,13296,39.97599091991476,28268.71191119214,6681,42793.01301656876,41211.59156145369,Adventure,0,0.30993849271964996,0.26998018398837015,10.626499109068842,Low,0.6474949709844232,0.34589606819446095,0.20300098315510856,0.020279386560852698,0.6199218824882746,0.6312513891975994,0.24776164000740167,0.647498683517641
2020-05-16,Mobile,123834,12383,59.28794220198775,44729.72657707486,6054,81138.03705500775,47950.61424257926,Adventure,0,0.38721687293133755,0.3272994902713052,10.777947744866497,Medium,0.5994007309187037,0.556355585048018,0.38601357900219063,0.025820109249456828,0.6644796720392354,0.5615692376083573,0.6647987662663423,0.5994207477619801
2019-03-17,PC,112382,11238,33.63516281475157,18219.84456759242,5591,41083.30984060788,10913.22522365187,Action,0,0.09710830225171176,0.09267790226478687,9.297822283748378,Low,0.5390946718764811,0.276794422277257,0.09127826525444166,0.005019839687388395,0.22901111559984155,0.5101133585241164,0.2291670578643901,0.5391258557135336
2019-07-31,PC,115359,11535,39.15968202901093,23791.33753927721,5745,54655.02506672032,22198.28156869092,Simulation,0,0.19242782590600577,0.175991418599486,10.007815205566038,Low,0.5547715089153125,0.33700002386038264,0.15322179742352182,0.011854080336992602,0.4378985382326248,0.5272282729495443,0.37677184514080075,0.5547656661400738
2020-07-19,VR,125226,12522,73.6339112865216,41435.0613744595,6359,33558.89265286387,54688.12753523704,Adventure,0,0.4367154387686027,0.36235956297011845,10.909420203301465,High,0.606730981895544,0.7126963751746886,0.3493836844655311,0.029369068557825215,0.7031602590503963,0.5954656590353411,0.1473321549157183,0.6067403896787784
2023-09-03,PC,157190,15719,63.03139288703674,33992.35601728369,7826,78911.62182060296,36547.47159106516,FPS,0,0.2325050676955605,0.20904873864679094,10.50639464736965,High,0.7750529231482164,0.597151298077383,0.26663612271498777,0.014727547434410822,0.5845858802830506,0.7585018893087352,0.6405844689879124,0.7750921537651396
2021-06-02,Mobile,134735,13473,30.15650636849852,17263.26636134709,6646,30206.77751132649,9333.074742695804,Action,0,0.0692698611548284,0.06697604279906541,9.14142693405171,Low,0.6568052322825938,0.2388844076813968,0.08064308484733426,0.0030238728752172575,0.18299795053017665,0.6273616359190931,0.11087484394586603,0.6568193786203266
2023-07-25,VR,155678,15567,56.61484669911402,65077.47773404242,7702,65958.08800840499,33677.02041987797,RPG,0,0.2163248527080125,0.1958338964747027,10.42460069049699,Medium,0.7670907539837176,0.5272244848385609,0.6122386832544384,0.013567454740407367,0.5605212335618894,0.7447210491220271,0.4997029686784663,0.7670879410215904
2020-01-29,PC,120805,12080,37.7757019539815,39121.03320178298,5972,63527.7259193524,55216.95366577651,Action,0,0.45707506862941527,0.3764310486239196,10.919043426952078,Low,0.5834500626652203,0.32191756152028617,0.32365645492709,0.03082881787959381,0.7059915131714218,0.5524561013558568,0.47327056325420236,0.5834649815692471
2023-06-08,Console,154861,15486,53.61721860562789,65264.16477966854,7648,57598.19933445549,58772.87260607614,FPS,0,0.3795201671568448,0.32173573374692,10.981452691702842,Medium,0.7627884443227417,0.49455666422079797,0.6143142588811265,0.025268269107421956,0.7243529785629628,0.7387197154923316,0.40878155094943747,0.7628225381779885
2020-01-30,VR,120681,12068,61.27338707722044,21962.81993748069,6020,83976.09477569131,31756.34282927525,Action,0,0.2631428545444208,0.23360294429161824,10.365879247795398,High,0.5827970805379731,0.577992744498018,0.13289244594372243,0.016924222368035056,0.5432447643996174,0.5577906201378083,0.6956652337069258,0.5828330700368616
2024-08-10,VR,166365,16636,36.87591841096373,64758.19329064139,8478,80849.61034367769,65428.76240750339,Adventure,0,0.3932844192438517,0.33166385144648397,11.08873251661011,Low,0.8233683345796164,0.3121118196265558,0.6086888975342712,0.026255141549898588,0.7559158370602068,0.8309624360969103,0.661661862591205,0.8233807266982623
2019-09-29,Mobile,117514,11751,43.67252244713683,25128.67162709383,5859,77905.28147826597,18980.22330095423,FPS,0,0.16151457103795488,0.14972481816724945,9.851205522192041,Medium,0.5661197063686821,0.38618046141242013,0.16809019939593356,0.009637654835360427,0.3918223139294592,0.5398977550566793,0.6296395994792652,0.5661400737230122
2019-10-11,PC,117667,11766,42.8902966676054,56886.27497717557,6012,31747.62182860094,40852.70168202503,RPG,1,0.34718911574209443,0.298020285303228,10.617752712633768,Medium,0.566925402057947,0.3776558510700461,0.5211693713030303,0.022950190110043577,0.6173486002026287,0.5569015336741497,0.12763293191692562,0.566929963138494
2018-10-25,PC,108282,10828,50.78380968643818,45509.70199768847,5314,29049.17042921915,29807.83567196503,Action,0,0.27527969258016133,0.24316552128256494,10.302560127605565,Medium,0.5175041337981443,0.4636784860672118,0.394685299993927,0.01779441211176846,0.5246156099202066,0.4793287397199378,0.0982848106112906,0.5175355450236967
2023-06-15,Console,154847,15484,41.82970543500093,58440.67419797353,7851,50995.6466417989,69107.59435815603,FPS,0,0.4462959847989049,0.3690057949054255,11.143434377682475,Medium,0.7627147205341815,0.3660976446965525,0.5384510906960955,0.03005597670230109,0.7720097028178676,0.7612802845076683,0.3369727655863489,0.7627172195892575
2022-02-28,Mobile,141076,14107,40.94551442397801,70019.53401439934,7281,56231.75430586276,43442.92349929842,FPS,0,0.3079398586527717,0.26845327235464844,10.679226270494647,Medium,0.6901968425154557,0.3564618284981716,0.6671841751969907,0.020136088045922197,0.6354347707362051,0.6979328739719937,0.39392021438217195,0.6902053712480254
2018-01-27,VR,100144,10014,34.02055840462756,38689.94812007085,5100,42554.93674637323,54516.74013978853,Action,0,0.5443834891734756,0.4346247945799322,10.906281434837458,Low,0.47464954870509435,0.2809944209443045,0.3188636762657232,0.03708867665625982,0.7022368001896955,0.4555456768170704,0.2451723433243885,0.47467087941021596
2018-11-25,VR,109247,10924,71.14184959107882,23105.43057636292,5481,53058.41618544186,26004.82382707367,Simulation,0,0.23803696053048293,0.21352702884945202,10.166075785269841,High,0.5225858092238992,0.6855381614483,0.14559592402868748,0.015124174331318083,0.48446047368694467,0.49788841964881086,0.3594072666510234,0.5225908372827804
2023-08-09,VR,156890,15689,52.4830611961793,50857.51392500586,7873,34539.97152249063,39439.63642324466,FPS,0,0.25138400422745016,0.22425014219856995,10.582551945078384,Medium,0.7734731276790698,0.4821967417592076,0.454141959427494,0.016081133672792382,0.6069921622954517,0.7637252722827295,0.15800228285754372,0.7735123749341759
2019-11-20,Mobile,118567,11856,57.66968801999052,17541.01416798577,5956,57531.937695849,20800.08335809309,Simulation,0,0.17542894193235123,0.16163313794274428,9.942760348856764,Medium,0.5716647884653867,0.5387200293076958,0.08373106867552024,0.0106352905298593,0.41875871172145995,0.5506779284285396,0.40806089516583544,0.571669299631385
2024-09-04,Mobile,166686,16668,45.5878590963661,30146.45921691049,8320,80754.93722575223,27111.88147108946,FPS,0,0.16265242114568385,0.1507039648485878,10.207764224970292,Medium,0.8250587157316033,0.40705358914151174,0.22387766759647754,0.00971923666834987,0.49672565331763074,0.8134029784396531,0.6606322060445295,0.8250658241179569
2022-04-07,VR,142796,14279,31.43898009401654,34567.3046702898,7103,34493.28730275259,43134.47552305342,Action,0,0.3020706148845445,0.2639557780180901,10.672101035515139,Low,0.6992543365385628,0.25286066501073545,0.2730283681264154,0.019715273685909945,0.633338451287397,0.6781507001555901,0.1574945493685341,0.6992627698788837
2019-12-21,PC,119207,11920,64.55281927510843,28888.95493053658,6057,24356.93524711428,22135.04186373696,Simulation,0,0.1856857555658389,0.17032130388677547,10.004962412671016,High,0.5750350187995661,0.6137316351901354,0.2098968086756049,0.011370685861078396,0.437059216407246,0.5619026450322293,0.047252471340503394,0.5750394944707742
2021-08-23,VR,136532,13653,60.82927038935204,36084.34451945869,6695,45806.24665653081,45891.93707313549,Action,0,0.3361258684640633,0.2897742835988984,10.73406650780617,High,0.6662682071427819,0.5731528097762402,0.28989472821631307,0.022156974917966425,0.6515693482461433,0.632807290509002,0.2805333054181949,0.6662980516061086
2018-07-19,VR,105557,10555,45.20435078540505,26538.48447332433,5327,44796.95206731607,25523.30981737178,RPG,0,0.24179646842342792,0.2165590960272559,10.147386603191164,Medium,0.5031543249533961,0.402874157832097,0.1837644159545257,0.015393724373947938,0.47896191876398087,0.48077350522338297,0.26955630577900125,0.5031595576619274
2020-06-11,Console,124336,12433,67.09529437677746,21286.56526733916,6270,76014.8997886945,23625.71390290682,FPS,0,0.19001507128190404,0.1739659719860148,10.070133295885384,High,0.6020442553370757,0.6414392486619122,0.12537388617396372,0.011681090113191649,0.4562331791426768,0.5855745721271393,0.6090799736315642,0.6020537124802529
2019-12-25,Console,120376,12037,55.83895333750333,25437.04996265225,6003,58488.41423330064,31037.13490894943,Action,0,0.2578349081955658,0.22939191611753834,10.342971885795661,Medium,0.5811909551443407,0.5187688844888411,0.1715187316485972,0.01654365203666382,0.5365051763552877,0.5559013114025338,0.41846345029562415,0.5812006319115325
2020-01-02,VR,119708,11970,63.43683820424986,34716.00218801863,6156,46732.36943764309,18927.06194891041,FPS,0,0.1581102511854714,0.14678958289639224,9.848400859084242,High,0.577673277233041,0.6015697964634276,0.2746815784094956,0.009393571144757038,0.39099715239624055,0.5729050900200043,0.29060573574998505,0.577672459189047
2023-08-07,Console,156344,15634,41.98374231712702,15866.51175500802,7865,39579.9180018514,19901.16823691129,Action,0,0.12729089851168762,0.11981731933016534,9.898583961405949,Medium,0.770597899925223,0.3677763216627676,0.06511404903417198,0.00718387826377323,0.4057615515635762,0.7628361858190709,0.21281629977260638,0.7706161137440759
2018-08-31,VR,106735,10673,48.42175727075384,34845.75063425913,5239,23424.35464781423,30099.96954651724,RPG,0,0.28200655404991093,0.24842647084883526,10.312312661065958,Medium,0.509357655162245,0.43793709914432893,0.27612411402686643,0.018276716138670174,0.5274849083541486,0.4709935541231384,0.03710980634316083,0.5093733543970511
2022-07-30,VR,145694,14569,45.97670094958698,49289.25643108995,7212,96698.2727823692,37491.33016094721,Adventure,0,0.2573292665514518,0.22898984164780567,10.531891661998177,Medium,0.7145151607705189,0.4112911448067061,0.43670616456649736,0.01650739842831733,0.5920873715048902,0.6902645032229384,0.8340305285191293,0.7145339652448658
2023-11-14,VR,159276,15927,53.58084538397947,33237.11439738592,7999,111334.5831609569,35317.32396754229,FPS,0,0.22173663306174368,0.20027331629529765,10.472157200804386,Medium,0.7860377676436824,0.4941602728596805,0.2582393906693188,0.013955469785618234,0.5745128615940245,0.7777283840853523,0.9932137595219651,0.7860452869931543
2019-05-21,PC,113471,11347,34.63299354304841,44801.02691303849,5600,66978.93550808317,53434.31253406594,Action,0,0.4709072144782891,0.3858793631365495,10.886227089806232,Low,0.5448293294294833,0.2876686715911484,0.3868062919566671,0.03182055818428184,0.6963365998955333,0.5111135807957323,0.5108056167609826,0.5448657187993682
2024-03-13,Console,161813,16181,55.4428353971297,28442.48105648951,8091,82986.2836139544,25580.59216527142,Adventure,0,0.15808737348217647,0.14676982836158742,10.149628315778777,Medium,0.7993975713277655,0.5144520348276964,0.2049329383233956,0.009391930854039736,0.4796214543034498,0.787952878417426,0.6849001341201845,0.79942074776198
2018-08-27,PC,106508,10650,37.73705799718304,25106.69637253609,5289,63805.13601551195,21671.7114624209,RPG,0,0.20347496396909998,0.1852131753400241,9.983809211872304,Low,0.5081622765905908,0.32149642393774347,0.16784587980430182,0.012646140526953353,0.4308357211307512,0.4765503445210047,0.476287651186697,0.5081621906266457
2021-09-01,VR,137413,13741,67.65023412233508,14402.72520147399,6692,30784.3144511403,11396.12568720606,Simulation,0,0.08293338830537184,0.07967345948400312,9.34111646989057,High,0.6709075398371758,0.6474869208534483,0.04883975596258197,0.004003523518540716,0.24174872280735293,0.63247388308513,0.11715608516889645,0.6709320695102686
2020-08-22,Mobile,126503,12650,52.16408508865851,50095.64987379517,6503,60691.86265663597,41408.45698374001,Adventure,0,0.32733181808921535,0.2831707754030891,10.631264563286283,Medium,0.6134556446092113,0.4787205752912976,0.44567159957880087,0.02152645711592173,0.6213239294926409,0.6114692153811958,0.44242796254645456,0.6134807793575566
2022-01-05,Mobile,139835,13983,29.0998593360713,16292.86961801636,7057,48773.55120436563,18891.65618230844,Action,0,0.1350996258612539,0.126720423170481,9.846528563755422,Low,0.6836617552580859,0.22736918476677548,0.06985427075517528,0.007743750153897576,0.390446303319262,0.6730384529895532,0.3128054500417998,0.6836756187467089
2020-02-26,Mobile,121750,12175,44.56346140191682,25869.95452491125,6011,42512.86383607544,38154.92075936864,Simulation,0,0.3133874395020011,0.2726096313834915,10.549436221508792,Medium,0.5884264183930321,0.3958898159582277,0.17633173918799705,0.020526669923112806,0.5972491663690103,0.5567903978661924,0.24471476203336232,0.5884676145339653
