platform,daily_active_users_dau,new_registrations,session_duration_minutes,ingame_purchases_,social_media_mentions,stream_viewership,revenue_,top_genre,influencer_endorsements,revenue_per_user,log_revenue_per_user,log_revenue,engagement_level,scaled_daily_active_users_dau,scaled_session_duration_minutes,scaled_ingame_purchases_,scaled_revenue_per_user,scaled_log_revenue,scaled_social_media_mentions,scaled_stream_viewership,scaled_new_registrations,dau_x_duration,stream_viewers_per_player,purchases_per_session,behavior_high_engagement_low_monetization,behavior_high_purchases_low_dau,behavior_stream_viewers_high_low_game_session,release_month,release_dayofweek,release_quarter,holiday_season,summer_season,dau_bin,revenue_bin
VR,127692,12769,82.24506228537288,48949.5125159934,6406,75725.04417736737,59524.20981784629,FPS,0,0.4661545736447568,0.3826430369544192,10.994155196218172,High,0.619716900651929,0.8065397497928505,0.4329289116396811,0.0314798022726671,0.7280901896641603,0.6006890420093354,0.6059275293650872,0.6197472353870459,10502036.493343834,0.5930288833863309,595.1665808963583,1,0,0,9,5,3,0,0,High,Medium
Mobile,140860,14086,50.15652323079445,63631.68256312938,7022,63434.65054083888,61733.15722069867,Simulation,0,0.4382589608171139,0.3634333271031392,11.030592658344696,Medium,0.6890593897776701,0.4568423874019199,0.5961644173198858,0.0294797363488829,0.7388104761867411,0.6691486997110468,0.4722582835815692,0.6890995260663508,7065047.862289706,0.45033828298195994,1268.6621492947029,0,0,1,2,3,1,0,0,High,Medium
Console,104063,10406,60.00639314166857,18869.97769290796,5240,63321.21333843992,11895.85729330157,FPS,0,0.1143139953038214,0.1082389647190212,9.384029551221056,High,0.495286943517046,0.5641851842138242,0.0985064072204881,0.0062534573383515,0.254374204950762,0.4711046899310958,0.4710245504940141,0.4953133228014745,6244445.289501457,0.6084892165173013,314.4661211074293,1,0,0,5,5,2,0,0,Medium,Low
Console,167831,16783,32.48477891931682,44901.89070248594,8376,47773.00475334872,43133.23329346727,Simulation,1,0.2570039700262005,0.2287310879374113,10.672072236772143,Low,0.8310882684388461,0.264257665359583,0.3879276896534938,0.0164840752448726,0.6333299783927884,0.8196265836852633,0.3019235943881854,0.8311216429699843,5451952.930807861,0.2846494673412464,1382.2439984587793,0,0,0,10,4,4,0,0,Very High,Medium
VR,148008,14800,49.74638741126697,44014.97243862854,7419,90092.15488928386,60819.74310449325,RPG,0,0.4109219981655941,0.344243390099235,11.01568617925098,Medium,0.7267006498225363,0.4523727724385569,0.3780669844012744,0.0275197246510977,0.734424832467302,0.7132696154701044,0.7621829683481323,0.726698262243286,7362863.307966802,0.6086978736911779,884.7873127900673,0,0,1,10,5,4,0,0,High,Medium
Console,155583,15558,58.0001722170184,54522.09185183727,7709,67560.42581084486,63050.98633511367,Simulation,0,0.4052562705122903,0.3402196850941766,11.051714845022335,Medium,0.7665904854184878,0.542321609666838,0.4948845219417819,0.0271135020352753,0.7450248467809786,0.7454989997777283,0.5171298544135154,0.7666140073723012,9023840.794040374,0.4342404106544086,940.033275208783,0,0,0,8,2,3,0,1,Very High,Medium
PC,167874,16787,57.1416372220555,59917.69381448162,8127,61094.31134182189,65059.51602593892,FPS,0,0.3875496862285936,0.3275393758917754,11.083073131535066,Medium,0.8313147057894238,0.5329653899041311,0.5548725081858972,0.0258439713721116,0.75425078614817,0.7919537675038897,0.4468049592323447,0.8313322801474461,9592595.207015345,0.36392956230161844,1048.5820275264116,0,0,0,10,3,4,0,0,Very High,High
Mobile,115716,11571,43.14792934547518,54296.75025983853,5759,69722.40132075366,58460.23822562219,FPS,0,0.5052044507727729,0.4089287366639273,10.976119219173432,Medium,0.5566514655235969,0.380463503601797,0.4923791873350714,0.0342796091474711,0.722783814566935,0.5287841742609468,0.540643310886792,0.5566614007372301,4992905.792141005,0.6025303442977087,1258.3860009850625,0,0,1,7,2,3,0,1,Medium,Medium
PC,131505,13150,31.5671538376998,51660.02540197842,6631,89785.20824782505,62149.30179178479,FPS,0,0.472600294983345,0.3870297462671035,11.037310952788449,Low,0.6397961010647821,0.254257488344374,0.4630642349724049,0.0319419490512008,0.7407870694283338,0.6256945987997332,0.7588446435334054,0.6398104265402844,4151238.565426712,0.6827512889078367,1636.5119791155275,0,0,1,3,5,1,0,0,High,Medium
Mobile,165226,16522,60.06786419950107,54178.15528355054,8329,95170.0020143604,44621.06077930359,RPG,0,0.2700607699714548,0.2390647496969316,10.705983652023198,High,0.8173703777817566,0.5648550890278403,0.4910606553426376,0.0174202246245447,0.6433070752228356,0.8144032007112691,0.8174091893696996,0.8173775671406004,9924772.930226764,0.5759989469838912,901.9490871793067,1,0,0,6,5,2,0,1,Very High,Medium
VR,133828,13382,57.57949249148164,47488.86175127001,6657,79107.48917963746,52397.37048796226,Simulation,1,0.3915277108524543,0.3304022161602625,10.866630772267625,Medium,0.6520289839808739,0.5377370883777468,0.4166894820842176,0.0261291886764711,0.6905711561313139,0.6285841298066236,0.6427147052464108,0.6520273828330702,7705748.321150005,0.5911131391012154,824.7530448153143,0,0,0,5,4,2,0,0,High,Medium
PC,168059,16805,47.01651433877022,73957.10551624896,8375,34791.0296469407,105005.3345910402,Action,0,0.6248123253800165,0.4853923170381417,11.56177595675839,Medium,0.8322889129953975,0.4226229165323582,0.7109618642710773,0.0428552814474949,0.8950902174933919,0.819515447877306,0.1607327690515191,0.8322801474460243,7901548.383259385,0.20701675986969276,1573.0027322604667,0,0,0,10,2,4,0,0,Very High,High
VR,113195,11319,42.84032791149079,24817.8536886517,5731,56372.27655607471,19973.93556097055,Simulation,0,0.1764559879939091,0.1625065192155904,9.90223354464532,Medium,0.5433759175978683,0.3771112970725733,0.1646345437814573,0.0107089279094204,0.4068352975307951,0.5256723716381417,0.3954485220798039,0.5433912585571354,4849310.9179412,0.4980103057208773,579.3105444927037,0,0,0,5,0,2,0,0,Medium,Low
VR,156435,15643,51.14126618820227,39456.82798903507,7741,42007.13812151871,34546.7963556113,Adventure,0,0.2208380244549576,0.1995375282246553,10.450099045847992,Medium,0.7710771045508642,0.4675740076309633,0.3273898016820926,0.013891041143582,0.5680231192384535,0.7490553456323626,0.2392145334127578,0.771090047393365,8000283.976151423,0.26852774712512356,771.5262239271135,0,0,0,8,2,3,0,1,Very High,Medium
Console,144874,14487,60.15213880198672,31327.88228254776,7248,32113.86760298894,41055.4681201595,Simulation,0,0.2833874133395882,0.2495029990083213,10.622703669341774,High,0.7101970531548516,0.565773504358487,0.2370126599662992,0.0183757212986531,0.6188052240005879,0.694265392309402,0.1316161889127261,0.7102159031068984,8714480.956799025,0.22166757046115204,520.8107792422013,1,0,0,7,2,3,0,1,High,Medium
VR,160737,16073,45.40673461290771,23359.88420513458,8171,87540.5560625532,17268.97633612556,Adventure,0,0.1074362239940123,0.1020476357205878,9.75672480090965,Medium,0.7937313715784263,0.4050797144810889,0.1484249245532255,0.0057603333437893,0.3640250870125499,0.796843743054012,0.7344320027730755,0.7937335439705109,7298542.301474947,0.5446198203435002,514.458579862162,0,0,1,1,6,1,0,0,Very High,Low
Mobile,102612,10261,75.44280840414665,30692.87764684696,5112,38232.54209782751,26528.2240545622,Simulation,0,0.2585294512782345,0.2299439372091509,10.186002198854917,High,0.4876459994312736,0.7324095366182222,0.2299527156607152,0.0165934495428461,0.4903230351973393,0.4568793065125583,0.1981623573356063,0.4876777251184834,7741337.455966296,0.37259328439000805,406.8363611601706,1,0,0,3,3,1,0,0,Medium,Low
Console,118183,11818,40.60977252111785,49647.27306132422,5886,55122.24011548223,30826.97093542587,RPG,0,0.2608409918129161,0.2317789521349267,10.336177704099525,Medium,0.569642650264879,0.3528029502402797,0.4406865724687756,0.0167591828960952,0.5345062562818712,0.5428984218715269,0.3818532351298974,0.5696682464454977,4799384.745863271,0.46641429068040435,1222.5449683449149,0,0,0,11,4,4,1,0,High,Low
Mobile,131833,13183,64.62547235608233,14218.10609054906,6651,70566.25436477306,16955.98349549936,FPS,0,0.1286171405907425,0.1209931139182957,9.73843503359176,High,0.641523344111049,0.6145234004600635,0.0467871715126464,0.0072789674667025,0.3586440441342544,0.6279173149588797,0.5498209827565482,0.6415481832543445,8519769.897119401,0.5352700337910316,220.00777049965964,1,0,0,3,1,1,0,0,High,Low
Mobile,134096,13409,33.37329930111236,46211.28081258279,6745,42881.30742185647,23260.76144288838,FPS,0,0.1734634996039283,0.159959631951263,10.05456615161849,Low,0.6534402679333116,0.2739406625635381,0.4024854121201404,0.0104943718036592,0.4516531607456771,0.6383640809068681,0.2487219222335653,0.6534491837809374,4475225.943081963,0.31978066028708146,1384.6782242186803,0,0,0,5,5,2,0,0,High,Low
PC,157147,15714,62.25538475706669,73394.80326467096,7826,78499.32047262638,66078.62371192747,FPS,0,0.4204892470866607,0.3510013524746975,11.098615713746556,High,0.7748264857976388,0.5886944469947307,0.7047102208091929,0.0282056794164444,0.7588235781288342,0.7585018893087352,0.6361003156036174,0.7748288572933123,9783246.948418759,0.4995279609068349,1178.931004138398,1,0,0,9,3,3,0,0,Very High,High
Mobile,122855,12285,44.00003905639966,39951.84621500172,6166,69074.22059443747,43071.47770281473,Simulation,0,0.3505879101608785,0.3005399866605794,10.670639503740045,Medium,0.5942453317043886,0.3897497013271332,0.3328933852924967,0.0231938776368586,0.6329084531899318,0.5740164480995776,0.5335937540230811,0.5942601369141655,5405624.79827398,0.5622418346378859,907.995698908155,0,0,1,4,1,2,0,0,High,Medium
Mobile,137693,13769,51.76078816113033,55036.80047765106,6846,69943.09612616696,76731.55619660688,Simulation,1,0.5572654833332622,0.4429313878435864,11.248081358791271,Medium,0.6723820156083793,0.4743254898192823,0.50060702226312,0.0380122927714019,0.8027979508389267,0.6495887975105579,0.5430435682797088,0.6724065297525014,7127098.204270518,0.5079640659014398,1063.2913916674252,0,0,1,10,4,4,0,0,High,High
VR,102053,10205,46.78075510187195,37270.20572043177,5080,59139.24467489098,39813.31742317878,FPS,0,0.390123929949916,0.3293929014055906,10.5919818608344,Medium,0.4847023138737638,0.4200536383498146,0.3030790635145639,0.0260285400775329,0.6097665431905113,0.4533229606579239,0.4255418252308071,0.4847288046340179,4774116.400411338,0.5794954060624478,796.6995325165324,0,0,0,3,6,1,0,0,Medium,Medium
Mobile,128155,12815,61.47092280205855,33580.36126692063,6312,39598.12479479342,19383.36810785362,RPG,0,0.1512494097604746,0.1408477958927635,9.872222252609776,High,0.6221550516593118,0.5801454670584428,0.2620555892381791,0.0089016609928845,0.3980056581772997,0.5902422760613469,0.2130143152595524,0.6221695629278569,7877806.1116978135,0.30898618699850505,546.2804157837709,1,0,0,9,6,3,0,0,High,Low
Console,145614,14561,57.42068399281452,29262.60567424496,7307,57769.52160317223,23759.74075429305,Adventure,0,0.1631693432931795,0.1511484719590729,10.07578994951809,Medium,0.7140938819787465,0.5360064108603099,0.2140510357347663,0.0097562990687654,0.4578974264355047,0.7008224049788842,0.4106448369533312,0.7141126908899421,8361255.478929693,0.3967305451616756,509.6178526523092,0,0,0,7,5,3,0,1,High,Low
VR,138426,13842,70.25097766420143,56305.77204237694,6836,57001.43389772148,31750.37884414779,Adventure,0,0.2293671625572348,0.2064995349967755,10.365691431539997,High,0.6762419825379941,0.6758295373651884,0.5147153737123145,0.0145025652059145,0.5431895068719523,0.6484774394309846,0.4022911822763931,0.6762506582411797,9724561.834144747,0.41178271349111784,801.4944975074603,1,0,0,10,0,4,0,0,High,Low
VR,100278,10027,51.90135056208432,17994.57340457789,5127,47162.18199274981,22940.19632250904,Adventure,0,0.2287659937624308,0.2060104086813487,10.040689539389376,Medium,0.4753551906813131,0.4758573233746007,0.088773713673048,0.0144594624704285,0.4475705147440902,0.4585463436319182,0.2952803394907999,0.4753554502369668,5204563.6316646915,0.4703143460454916,346.70722841889847,0,0,0,1,1,1,0,0,Medium,Low
Console,157284,15728,41.48790635279747,57586.07867537476,7669,83199.95328275253,71314.82675263933,Action,1,0.4534143762406813,0.3739155306064676,11.174873555860096,Medium,0.775547925728549,0.3623727559656914,0.5289497477859131,0.0305663527332139,0.7812594413679417,0.7410535674594354,0.687223986741973,0.7755660874144287,6525383.862793397,0.5289791287273501,1388.0208411985054,0,0,1,9,4,3,0,0,Very High,High
Mobile,110446,11044,40.36506518574269,53783.65116996469,5396,24946.26354516509,57394.57261175734,FPS,0,0.5196618493359411,0.4184878425664666,10.957722447133468,Medium,0.5288997251155884,0.3501361566666346,0.4866745817399368,0.0353161789619226,0.7173712897683027,0.4884418759724383,0.0536619543439775,0.5289099526066351,4458159.989504537,0.22586842027022336,1332.4306779259598,0,0,0,1,0,1,0,0,Medium,Medium
Mobile,164393,16439,39.63797790824583,79984.70252228888,7987,77807.40021832207,86370.39102480955,Action,0,0.5253897126082592,0.4222499266635444,11.366411777560984,Low,0.8129838123624261,0.3422124396430522,0.7779763343499976,0.0357268565913349,0.8376120108616418,0.7763947543898644,0.628575051460709,0.8130068457082675,6516206.102270257,0.47330117595227333,2017.8804960091009,0,0,1,5,5,2,0,0,Very High,High
VR,100830,10083,73.13067201009925,13832.75096675363,4949,31644.84752465605,17373.00848573923,Simulation,0,0.1722999948997245,0.1589676267449883,9.762730603235726,High,0.4782620143445428,0.707212128998286,0.0425028158419753,0.0104109505816405,0.3657920575416704,0.4387641698155145,0.1265151675799552,0.4783043707214323,7373765.658778307,0.31384357358579834,189.1511534974456,1,0,0,1,2,1,0,0,Medium,Low
VR,132967,13296,39.97599091991476,28268.71191119214,6681,42793.01301656876,41211.59156145369,Adventure,0,0.3099384927196499,0.2699801839883701,10.626499109068842,Low,0.6474949709844232,0.3458960681944609,0.2030009831551085,0.0202793865608526,0.6199218824882746,0.6312513891975994,0.2477616400074016,0.647498683517641,5315487.584648306,0.3218318305787809,707.142243648789,0,0,0,4,0,2,0,0,High,Medium
Mobile,123834,12383,59.28794220198775,44729.72657707486,6054,81138.03705500775,47950.61424257926,Adventure,0,0.3872168729313375,0.3272994902713052,10.777947744866497,Medium,0.5994007309187037,0.556355585048018,0.3860135790021906,0.0258201092494568,0.6644796720392354,0.5615692376083573,0.6647987662663423,0.5994207477619801,7341863.034640951,0.6552161527125648,754.4489640859083,0,0,0,5,5,2,0,0,High,Medium
PC,112382,11238,33.63516281475157,18219.84456759242,5591,41083.30984060788,10913.22522365187,Action,0,0.0971083022517117,0.0926779022647868,9.297822283748378,Low,0.5390946718764811,0.276794422277257,0.0912782652544416,0.0050198396873883,0.2290111155998415,0.5101133585241164,0.2291670578643901,0.5391258557135336,3779986.8674474107,0.3655684170116912,541.6903931144831,0,0,0,3,6,1,0,0,Medium,Low
PC,115359,11535,39.15968202901093,23791.33753927721,5745,54655.02506672032,22198.28156869092,Simulation,0,0.1924278259060057,0.175991418599486,10.007815205566038,Low,0.5547715089153125,0.3370000238603826,0.1532217974235218,0.0118540803369926,0.4378985382326248,0.5272282729495443,0.3767718451408007,0.5547656661400738,4517421.759184672,0.4737820635296797,607.5467497834052,0,0,0,7,2,3,0,1,Medium,Low
VR,125226,12522,73.6339112865216,41435.0613744595,6359,33558.89265286387,54688.12753523704,Adventure,0,0.4367154387686027,0.3623595629701184,10.909420203301464,High,0.606730981895544,0.7126963751746886,0.3493836844655311,0.0293690685578252,0.7031602590503963,0.5954656590353411,0.1473321549157183,0.6067403896787784,9220880.174765954,0.2679866214113992,562.7171048028251,1,0,0,7,6,3,0,1,High,Medium
PC,157190,15719,63.03139288703674,33992.35601728369,7826,78911.62182060296,36547.47159106516,FPS,0,0.2325050676955605,0.2090487386467909,10.50639464736965,High,0.7750529231482164,0.597151298077383,0.2666361227149877,0.0147275474344108,0.5845858802830506,0.7585018893087352,0.6405844689879124,0.7750921537651396,9907904.647913305,0.5020142618525539,539.2924772930835,1,0,0,9,6,3,0,0,Very High,Medium
Mobile,134735,13473,30.15650636849852,17263.26636134709,6646,30206.77751132649,9333.074742695804,Action,0,0.0692698611548284,0.0669760427990654,9.14142693405171,Low,0.6568052322825938,0.2388844076813968,0.0806430848473342,0.0030238728752172,0.1829979505301766,0.6273616359190931,0.110874843945866,0.6568193786203266,4063136.885559648,0.22419399199411058,572.4557795388492,0,0,0,6,2,2,0,1,High,Low
VR,155678,15567,56.61484669911402,65077.47773404242,7702,65958.08800840499,33677.02041987797,RPG,0,0.2163248527080125,0.1958338964747027,10.42460069049699,Medium,0.7670907539837176,0.5272244848385609,0.6122386832544384,0.0135674547404073,0.5605212335618894,0.7447210491220271,0.4997029686784663,0.7670879410215904,8813686.104424672,0.4236827811791325,1149.4772401293253,0,0,0,7,1,3,0,1,Very High,Medium
PC,120805,12080,37.7757019539815,39121.03320178298,5972,63527.7259193524,55216.95366577651,Action,0,0.4570750686294152,0.3764310486239196,10.919043426952078,Low,0.5834500626652203,0.3219175615202861,0.32365645492709,0.0308288178795938,0.7059915131714218,0.5524561013558568,0.4732705632542023,0.5834649815692471,4563493.674550735,0.5258700047129871,1035.6136664102328,0,0,1,1,2,1,0,0,High,Medium
Console,154861,15486,53.61721860562789,65264.16477966854,7648,57598.19933445549,58772.87260607614,FPS,0,0.3795201671568448,0.32173573374692,10.981452691702842,Medium,0.7627884443227417,0.4945566642207979,0.6143142588811265,0.0252682691074219,0.7243529785629628,0.7387197154923316,0.4087815509494374,0.7628225381779885,8303216.090486141,0.3719348275838041,1217.2239902951276,0,0,0,6,3,2,0,1,Very High,Medium
VR,120681,12068,61.27338707722044,21962.81993748069,6020,83976.09477569131,31756.34282927525,Action,0,0.2631428545444208,0.2336029442916182,10.365879247795398,High,0.5827970805379731,0.577992744498018,0.1328924459437224,0.016924222368035,0.5432447643996174,0.5577906201378083,0.6956652337069258,0.5828330700368616,7394533.62586604,0.6958518306584409,358.4397890360102,1,0,0,1,3,1,0,0,High,Low
VR,166365,16636,36.87591841096373,64758.19329064139,8478,80849.61034367769,65428.76240750339,Adventure,0,0.3932844192438517,0.3316638514464839,11.08873251661011,Low,0.8233683345796164,0.3121118196265558,0.6086888975342712,0.0262551415498985,0.7559158370602068,0.8309624360969103,0.661661862591205,0.8233807266982623,6134862.16643998,0.4859772809405686,1756.110656525042,0,0,1,8,5,3,0,1,Very High,High
Mobile,117514,11751,43.67252244713683,25128.67162709383,5859,77905.28147826597,18980.22330095423,FPS,0,0.1615145710379548,0.1497248181672494,9.85120552219204,Medium,0.5661197063686821,0.3861804614124201,0.1680901993959335,0.0096376548353604,0.3918223139294592,0.5398977550566793,0.6296395994792652,0.5661400737230122,5132132.802852837,0.6629446830017357,575.3886017806893,0,0,1,9,6,3,0,0,Medium,Low
PC,117667,11766,42.8902966676054,56886.27497717557,6012,31747.62182860094,40852.70168202503,RPG,1,0.3471891157420944,0.298020285303228,10.617752712633768,Medium,0.566925402057947,0.3776558510700461,0.5211693713030303,0.0229501901100435,0.6173486002026287,0.5569015336741497,0.1276329319169256,0.566929963138494,5046772.537987124,0.26980905290864,1326.3203893887073,0,0,0,10,4,4,0,0,High,Medium
PC,108282,10828,50.78380968643818,45509.70199768847,5314,29049.17042921915,29807.83567196503,Action,0,0.2752796925801613,0.2431655212825649,10.302560127605563,Medium,0.5175041337981443,0.4636784860672118,0.394685299993927,0.0177944121117684,0.5246156099202066,0.4793287397199378,0.0982848106112906,0.5175355450236967,5498972.480466899,0.2682733088529871,896.1458834751784,0,0,0,10,3,4,0,0,Medium,Low
Console,154847,15484,41.82970543500093,58440.67419797353,7851,50995.6466417989,69107.59435815603,FPS,0,0.4462959847989049,0.3690057949054255,11.143434377682476,Medium,0.7627147205341815,0.3660976446965525,0.5384510906960955,0.030055976702301,0.7720097028178676,0.7612802845076683,0.3369727655863489,0.7627172195892575,6477204.39749359,0.3293292517245985,1397.1093888955145,0,0,0,6,3,2,0,1,Very High,High
Mobile,141076,14107,40.94551442397801,70019.53401439934,7281,56231.75430586276,43442.92349929842,FPS,0,0.3079398586527717,0.2684532723546484,10.679226270494649,Medium,0.6901968425154557,0.3564618284981716,0.6671841751969907,0.0201360880459221,0.6354347707362051,0.6979328739719937,0.3939202143821719,0.6902053712480254,5776429.392877121,0.398591924252621,1710.0660475130178,0,0,0,2,0,1,0,0,High,Medium
VR,100144,10014,34.02055840462756,38689.94812007085,5100,42554.93674637323,54516.74013978853,Action,0,0.5443834891734756,0.4346247945799322,10.906281434837458,Low,0.4746495487050943,0.2809944209443045,0.3188636762657232,0.0370886766562598,0.7022368001896955,0.4555456768170704,0.2451723433243885,0.4746708794102159,3406954.800873022,0.4249374575248964,1137.2520009785655,0,0,0,1,5,1,0,0,Medium,Medium
VR,109247,10924,71.14184959107882,23105.43057636292,5481,53058.41618544186,26004.82382707367,Simulation,0,0.2380369605304829,0.213527028849452,10.16607578526984,High,0.5225858092238992,0.6855381614483,0.1455959240286874,0.015124174331318,0.4844604736869446,0.4978884196488108,0.3594072666510234,0.5225908372827804,7772033.642276588,0.485673896632785,324.7797282355214,1,0,0,11,6,4,1,0,Medium,Low
VR,156890,15689,52.4830611961793,50857.51392500586,7873,34539.97152249063,39439.63642324466,FPS,0,0.2513840042274501,0.2242501421985699,10.582551945078384,Medium,0.7734731276790698,0.4821967417592076,0.454141959427494,0.0160811336727923,0.6069921622954517,0.7637252722827295,0.1580022828575437,0.7735123749341759,8234067.47106857,0.22015406668679094,969.0272016508866,0,0,0,8,2,3,0,1,Very High,Medium
Mobile,118567,11856,57.66968801999052,17541.01416798577,5956,57531.937695849,20800.08335809309,Simulation,0,0.1754289419323512,0.1616331379427442,9.942760348856764,Medium,0.5716647884653867,0.5387200293076958,0.0837310686755202,0.0106352905298593,0.4187587117214599,0.5506779284285396,0.4080608951658354,0.571669299631385,6837721.899466216,0.48522723604248236,304.16350027600953,0,0,0,11,2,4,1,0,High,Low
